Timestamp,Hospital_ID,Ambulance_Arrivals,Patient_Waiting_Time_Minutes,A&E_Bed_Occupancy,Patient_Severity_Score,Current_Patients,Available_Beds,Hour,DayOfWeek,Month
2025-01-01 09:00:00,Hospital_1,7.199999999999999,120,0.8270863200492554,5,82,100,9,2,1
2025-01-01 09:00:00,Hospital_2,4.8,110,0.8732596880551499,6,65,75,9,2,1
2025-01-01 09:00:00,Hospital_3,12.0,110,0.73992219634051,6,66,90,9,2,1
2025-01-01 09:00:00,Hospital_4,3.5999999999999996,112,0.8189434383139542,6,40,50,9,2,1
2025-01-01 09:00:00,Hospital_5,4.8,118,0.8647799650851824,5,60,70,9,2,1
2025-01-01 10:00:00,Hospital_1,9.6,102,0.7910776185681803,5,79,100,10,2,1
2025-01-01 10:00:00,Hospital_2,12.0,105,0.7756164472757908,5,58,75,10,2,1
2025-01-01 10:00:00,Hospital_3,18.0,107,0.8638592619378244,5,77,90,10,2,1
2025-01-01 10:00:00,Hospital_4,2.4,143,0.8028356944906582,5,40,50,10,2,1
2025-01-01 10:00:00,Hospital_5,8.4,140,0.7697590631388961,5,53,70,10,2,1
2025-01-01 11:00:00,Hospital_1,21.599999999999998,120,0.7728390622388522,5,77,100,11,2,1
2025-01-01 11:00:00,Hospital_2,6.0,118,0.705529030907755,5,52,75,11,2,1
2025-01-01 11:00:00,Hospital_3,10.799999999999999,106,0.7410348903827821,5,66,90,11,2,1
2025-01-01 11:00:00,Hospital_4,9.6,98,0.7324411710985181,5,36,50,11,2,1
2025-01-01 11:00:00,Hospital_5,6.0,95,0.7555477387906054,6,52,70,11,2,1
2025-01-01 12:00:00,Hospital_1,14.399999999999999,161,0.7479459616986315,5,74,100,12,2,1
2025-01-01 12:00:00,Hospital_2,7.199999999999999,111,0.8059364418605395,6,60,75,12,2,1
2025-01-01 12:00:00,Hospital_3,4.8,108,0.7606766289325888,7,68,90,12,2,1
2025-01-01 12:00:00,Hospital_4,6.0,105,0.8430557056492496,6,42,50,12,2,1
2025-01-01 12:00:00,Hospital_5,4.8,98,0.7561434396230727,5,52,70,12,2,1
2025-01-01 13:00:00,Hospital_1,15.6,118,0.7300272228432281,7,73,100,13,2,1
2025-01-01 13:00:00,Hospital_2,9.6,106,0.8050564670669537,5,60,75,13,2,1
2025-01-01 13:00:00,Hospital_3,12.0,105,0.8417855875344668,6,75,90,13,2,1
2025-01-01 13:00:00,Hospital_4,4.8,113,0.8272319759043796,5,41,50,13,2,1
2025-01-01 13:00:00,Hospital_5,12.0,109,0.8911624756253815,6,62,70,13,2,1
2025-01-01 14:00:00,Hospital_1,10.799999999999999,110,0.7510492495466817,6,75,100,14,2,1
2025-01-01 14:00:00,Hospital_2,8.4,108,0.8669094742505871,5,65,75,14,2,1
2025-01-01 14:00:00,Hospital_3,6.0,97,0.688832085071764,6,61,90,14,2,1
2025-01-01 14:00:00,Hospital_4,4.8,100,0.8008655189937675,5,40,50,14,2,1
2025-01-01 14:00:00,Hospital_5,8.4,119,0.7280475048245645,5,50,70,14,2,1
2025-01-01 15:00:00,Hospital_1,4.8,106,0.6942371593018279,5,69,100,15,2,1
2025-01-01 15:00:00,Hospital_2,3.5999999999999996,103,0.7660055926103319,5,57,75,15,2,1
2025-01-01 15:00:00,Hospital_3,8.4,100,0.73586151661731,6,66,90,15,2,1
2025-01-01 15:00:00,Hospital_4,4.8,108,0.8714574162814693,5,43,50,15,2,1
2025-01-01 15:00:00,Hospital_5,4.8,111,0.8418880521464285,5,58,70,15,2,1
2025-01-01 16:00:00,Hospital_1,7.199999999999999,102,0.7404265723994474,4,74,100,16,2,1
2025-01-01 16:00:00,Hospital_2,4.8,108,0.8234982005915978,6,61,75,16,2,1
2025-01-01 16:00:00,Hospital_3,7.199999999999999,108,0.795505890198836,8,71,90,16,2,1
2025-01-01 16:00:00,Hospital_4,6.0,106,0.7814606851923398,5,39,50,16,2,1
2025-01-01 16:00:00,Hospital_5,3.5999999999999996,125,0.7384139165985704,5,51,70,16,2,1
2025-01-01 17:00:00,Hospital_1,8.4,100,0.7876740211695659,5,78,100,17,2,1
2025-01-01 17:00:00,Hospital_2,4.8,115,0.8047178344637993,6,60,75,17,2,1
2025-01-01 17:00:00,Hospital_3,7.199999999999999,126,0.7900599079921742,6,71,90,17,2,1
2025-01-01 17:00:00,Hospital_4,6.0,114,0.8814058825028286,5,44,50,17,2,1
2025-01-01 17:00:00,Hospital_5,3.5999999999999996,102,0.8047577468919139,4,56,70,17,2,1
2025-01-01 18:00:00,Hospital_1,15.6,106,0.7473912806969009,6,74,100,18,2,1
2025-01-01 18:00:00,Hospital_2,8.4,105,0.8030362419148502,5,60,75,18,2,1
2025-01-01 18:00:00,Hospital_3,10.799999999999999,103,0.8262124127957062,5,74,90,18,2,1
2025-01-01 18:00:00,Hospital_4,7.199999999999999,104,0.8136123124835691,6,40,50,18,2,1
2025-01-01 18:00:00,Hospital_5,4.8,97,0.7360979503535786,5,51,70,18,2,1
2025-01-01 19:00:00,Hospital_1,6.0,107,0.7546262000358257,5,75,100,19,2,1
2025-01-01 19:00:00,Hospital_2,10.799999999999999,107,0.8337471535282378,6,62,75,19,2,1
2025-01-01 19:00:00,Hospital_3,10.799999999999999,118,0.8139030766113543,6,73,90,19,2,1
2025-01-01 19:00:00,Hospital_4,7.199999999999999,110,0.8401529302802233,5,42,50,19,2,1
2025-01-01 19:00:00,Hospital_5,6.0,111,0.8137297189957396,5,56,70,19,2,1
2025-01-01 20:00:00,Hospital_1,21.599999999999998,148,0.862749362923495,7,86,100,20,2,1
2025-01-01 20:00:00,Hospital_2,8.4,105,0.8468835319572047,5,63,75,20,2,1
2025-01-01 20:00:00,Hospital_3,3.5999999999999996,113,0.7343036425254174,5,66,90,20,2,1
2025-01-01 20:00:00,Hospital_4,6.0,122,0.8261604894407252,5,41,50,20,2,1
2025-01-01 20:00:00,Hospital_5,10.799999999999999,105,0.8207186097009245,5,57,70,20,2,1
2025-01-01 21:00:00,Hospital_1,12.0,111,0.8350587703545307,5,83,100,21,2,1
2025-01-01 21:00:00,Hospital_2,13.2,105,0.8532801528925787,6,63,75,21,2,1
2025-01-01 21:00:00,Hospital_3,7.199999999999999,103,0.8244800386749447,6,74,90,21,2,1
2025-01-01 21:00:00,Hospital_4,6.0,104,0.7171872990169362,5,35,50,21,2,1
2025-01-01 21:00:00,Hospital_5,13.2,125,0.8050458468204449,6,56,70,21,2,1
2025-01-01 22:00:00,Hospital_1,15.6,110,0.8769182214926353,6,87,100,22,2,1
2025-01-01 22:00:00,Hospital_2,12.0,112,0.8626645303743212,6,64,75,22,2,1
2025-01-01 22:00:00,Hospital_3,6.0,103,0.724497661463727,6,65,90,22,2,1
2025-01-01 22:00:00,Hospital_4,3.5999999999999996,103,0.7706591877916448,6,38,50,22,2,1
2025-01-01 22:00:00,Hospital_5,9.6,107,0.8200622560476789,7,57,70,22,2,1
2025-01-01 23:00:00,Hospital_1,4.8,101,0.6961099181076799,6,69,100,23,2,1
2025-01-01 23:00:00,Hospital_2,7.199999999999999,93,0.690794885397805,6,51,75,23,2,1
2025-01-01 23:00:00,Hospital_3,15.6,110,0.7806330570949326,6,70,90,23,2,1
2025-01-01 23:00:00,Hospital_4,6.0,105,0.8209070667193433,7,41,50,23,2,1
2025-01-01 23:00:00,Hospital_5,6.0,112,0.8304174998929162,5,58,70,23,2,1
2025-01-02 00:00:00,Hospital_1,10.799999999999999,135,0.768075088064593,7,76,100,0,3,1
2025-01-02 00:00:00,Hospital_2,1.2,99,0.7165560117151721,5,53,75,0,3,1
2025-01-02 00:00:00,Hospital_3,2.4,113,0.8529189508801898,6,76,90,0,3,1
2025-01-02 00:00:00,Hospital_4,1.2,103,0.74474969346257,7,37,50,0,3,1
2025-01-02 00:00:00,Hospital_5,3.5999999999999996,100,0.7648979508532022,5,53,70,0,3,1
2025-01-02 01:00:00,Hospital_1,4.8,108,0.8635974270475535,5,86,100,1,3,1
2025-01-02 01:00:00,Hospital_2,6.0,112,0.8029126458685395,6,60,75,1,3,1
2025-01-02 01:00:00,Hospital_3,8.4,111,0.8423005019971104,7,75,90,1,3,1
2025-01-02 01:00:00,Hospital_4,1.2,105,0.8572731125086142,6,42,50,1,3,1
2025-01-02 01:00:00,Hospital_5,2.4,106,0.8400437369812679,7,58,70,1,3,1
2025-01-02 02:00:00,Hospital_1,2.4,92,0.6896933327227242,9,68,100,2,3,1
2025-01-02 02:00:00,Hospital_2,4.8,99,0.7882375799357823,7,59,75,2,3,1
2025-01-02 02:00:00,Hospital_3,4.8,99,0.7518161938825124,7,67,90,2,3,1
2025-01-02 02:00:00,Hospital_4,1.2,108,0.7556254065068466,5,37,50,2,3,1
2025-01-02 02:00:00,Hospital_5,7.199999999999999,119,0.8328535372463263,6,58,70,2,3,1
2025-01-02 03:00:00,Hospital_1,4.8,102,0.7487024977500392,7,74,100,3,3,1
2025-01-02 03:00:00,Hospital_2,1.2,101,0.7492540312475902,6,56,75,3,3,1
2025-01-02 03:00:00,Hospital_3,9.6,108,0.7660699994395862,6,68,90,3,3,1
2025-01-02 03:00:00,Hospital_4,2.4,122,0.8591945215834533,7,42,50,3,3,1
2025-01-02 03:00:00,Hospital_5,7.199999999999999,126,0.9084415337995951,7,63,70,3,3,1
2025-01-02 04:00:00,Hospital_1,3.5999999999999996,97,0.7572004428530461,7,75,100,4,3,1
2025-01-02 04:00:00,Hospital_2,4.8,119,0.7972037478110091,6,59,75,4,3,1
2025-01-02 04:00:00,Hospital_3,9.6,99,0.7621293482766767,6,68,90,4,3,1
2025-01-02 04:00:00,Hospital_4,2.4,101,0.8024600652971384,7,40,50,4,3,1
2025-01-02 04:00:00,Hospital_5,2.4,112,0.7536048698716618,6,52,70,4,3,1
2025-01-02 05:00:00,Hospital_1,9.6,109,0.8963823151228743,5,89,100,5,3,1
2025-01-02 05:00:00,Hospital_2,4.8,100,0.7441620443209114,7,55,75,5,3,1
2025-01-02 05:00:00,Hospital_3,13.2,110,0.8412242542852811,5,75,90,5,3,1
2025-01-02 05:00:00,Hospital_4,2.4,102,0.7717027048446252,7,38,50,5,3,1
2025-01-02 05:00:00,Hospital_5,6.0,104,0.8081349819829835,7,56,70,5,3,1
2025-01-02 06:00:00,Hospital_1,12.0,98,0.7392392325506754,6,73,100,6,3,1
2025-01-02 06:00:00,Hospital_2,12.0,110,0.8286402361693659,7,62,75,6,3,1
2025-01-02 06:00:00,Hospital_3,7.199999999999999,128,0.891779680094133,6,80,90,6,3,1
2025-01-02 06:00:00,Hospital_4,3.5999999999999996,102,0.8100705913018362,8,40,50,6,3,1
2025-01-02 06:00:00,Hospital_5,8.4,119,0.8040236511670695,6,56,70,6,3,1
2025-01-02 07:00:00,Hospital_1,8.4,129,0.8912365957817417,6,89,100,7,3,1
2025-01-02 07:00:00,Hospital_2,6.0,100,0.7418727866654642,5,55,75,7,3,1
2025-01-02 07:00:00,Hospital_3,6.0,100,0.7948312957791335,6,71,90,7,3,1
2025-01-02 07:00:00,Hospital_4,4.8,123,0.7336079927406158,6,36,50,7,3,1
2025-01-02 07:00:00,Hospital_5,7.199999999999999,100,0.7626900854732119,5,53,70,7,3,1
2025-01-02 08:00:00,Hospital_1,7.199999999999999,100,0.7983352108217409,6,79,100,8,3,1
2025-01-02 08:00:00,Hospital_2,3.5999999999999996,106,0.8149219490889459,6,61,75,8,3,1
2025-01-02 08:00:00,Hospital_3,10.799999999999999,100,0.7299886558366586,4,65,90,8,3,1
2025-01-02 08:00:00,Hospital_4,3.5999999999999996,111,0.7431330197554721,5,37,50,8,3,1
2025-01-02 08:00:00,Hospital_5,6.0,107,0.8347376483192497,6,58,70,8,3,1
2025-01-02 09:00:00,Hospital_1,15.6,97,0.7215230806157381,5,72,100,9,3,1
2025-01-02 09:00:00,Hospital_2,3.5999999999999996,105,0.8402666977496842,4,63,75,9,3,1
2025-01-02 09:00:00,Hospital_3,4.8,112,0.8615668156497364,5,77,90,9,3,1
2025-01-02 09:00:00,Hospital_4,7.199999999999999,98,0.7798241191870039,5,38,50,9,3,1
2025-01-02 09:00:00,Hospital_5,3.5999999999999996,100,0.7699067483181966,4,53,70,9,3,1
2025-01-02 10:00:00,Hospital_1,16.8,130,0.9564421055589554,5,95,100,10,3,1
2025-01-02 10:00:00,Hospital_2,2.4,95,0.7416624050474376,5,55,75,10,3,1
2025-01-02 10:00:00,Hospital_3,7.199999999999999,103,0.7847845708140738,5,70,90,10,3,1
2025-01-02 10:00:00,Hospital_4,7.199999999999999,139,0.8400907149139338,5,42,50,10,3,1
2025-01-02 10:00:00,Hospital_5,7.199999999999999,109,0.8416663158379128,5,58,70,10,3,1
2025-01-02 11:00:00,Hospital_1,12.0,129,0.7853155271958698,5,78,100,11,3,1
2025-01-02 11:00:00,Hospital_2,10.799999999999999,93,0.719373918726175,5,53,75,11,3,1
2025-01-02 11:00:00,Hospital_3,14.399999999999999,111,0.8204484309376547,5,73,90,11,3,1
2025-01-02 11:00:00,Hospital_4,6.0,102,0.8111644163646059,5,40,50,11,3,1
2025-01-02 11:00:00,Hospital_5,7.199999999999999,102,0.8173191594894245,7,57,70,11,3,1
2025-01-02 12:00:00,Hospital_1,14.399999999999999,144,0.822987387793101,5,82,100,12,3,1
2025-01-02 12:00:00,Hospital_2,4.8,112,0.7720017803280099,6,57,75,12,3,1
2025-01-02 12:00:00,Hospital_3,19.2,103,0.8367054270643216,6,75,90,12,3,1
2025-01-02 12:00:00,Hospital_4,8.4,105,0.842341312801852,6,42,50,12,3,1
2025-01-02 12:00:00,Hospital_5,6.0,108,0.8517496807194196,5,59,70,12,3,1
2025-01-02 13:00:00,Hospital_1,9.6,104,0.7875319749327402,7,78,100,13,3,1
2025-01-02 13:00:00,Hospital_2,0.0,98,0.7545639460185571,5,56,75,13,3,1
2025-01-02 13:00:00,Hospital_3,13.2,115,0.8862404467568159,6,79,90,13,3,1
2025-01-02 13:00:00,Hospital_4,9.6,99,0.7910627716550132,6,39,50,13,3,1
2025-01-02 13:00:00,Hospital_5,6.0,103,0.8036443118394037,5,56,70,13,3,1
2025-01-02 14:00:00,Hospital_1,10.799999999999999,129,0.7962840881306371,4,79,100,14,3,1
2025-01-02 14:00:00,Hospital_2,9.6,128,0.7934480177865741,5,59,75,14,3,1
2025-01-02 14:00:00,Hospital_3,10.799999999999999,107,0.8040383480816261,7,72,90,14,3,1
2025-01-02 14:00:00,Hospital_4,2.4,112,0.7700139690380209,4,38,50,14,3,1
2025-01-02 14:00:00,Hospital_5,9.6,111,0.7271377267282513,5,50,70,14,3,1
2025-01-02 15:00:00,Hospital_1,8.4,111,0.9115408925104855,6,91,100,15,3,1
2025-01-02 15:00:00,Hospital_2,6.0,108,0.7201604973208187,5,54,75,15,3,1
2025-01-02 15:00:00,Hospital_3,2.4,109,0.8233154130470468,5,74,90,15,3,1
2025-01-02 15:00:00,Hospital_4,4.8,111,0.6526505751165534,6,32,50,15,3,1
2025-01-02 15:00:00,Hospital_5,9.6,116,0.8467628904019242,6,59,70,15,3,1
2025-01-02 16:00:00,Hospital_1,9.6,124,0.9040665240133878,4,90,100,16,3,1
2025-01-02 16:00:00,Hospital_2,7.199999999999999,118,0.8720138790328467,8,65,75,16,3,1
2025-01-02 16:00:00,Hospital_3,1.2,99,0.7703817679376405,6,69,90,16,3,1
2025-01-02 16:00:00,Hospital_4,3.5999999999999996,97,0.7639142592906273,5,38,50,16,3,1
2025-01-02 16:00:00,Hospital_5,4.8,106,0.835895941955171,6,58,70,16,3,1
2025-01-02 17:00:00,Hospital_1,10.799999999999999,105,0.756847458447359,5,75,100,17,3,1
2025-01-02 17:00:00,Hospital_2,8.4,108,0.7597165096228533,5,56,75,17,3,1
2025-01-02 17:00:00,Hospital_3,9.6,97,0.7546128670260357,5,67,90,17,3,1
2025-01-02 17:00:00,Hospital_4,4.8,150,0.8955087838271478,5,44,50,17,3,1
2025-01-02 17:00:00,Hospital_5,3.5999999999999996,104,0.795092376873588,5,55,70,17,3,1
2025-01-02 18:00:00,Hospital_1,8.4,112,0.898623280000847,4,89,100,18,3,1
2025-01-02 18:00:00,Hospital_2,3.5999999999999996,91,0.7130643424185963,6,53,75,18,3,1
2025-01-02 18:00:00,Hospital_3,8.4,106,0.7634983360483084,5,68,90,18,3,1
2025-01-02 18:00:00,Hospital_4,2.4,102,0.7904126095834609,5,39,50,18,3,1
2025-01-02 18:00:00,Hospital_5,3.5999999999999996,129,0.762302825237522,5,53,70,18,3,1
2025-01-02 19:00:00,Hospital_1,10.799999999999999,102,0.7589712784407188,5,75,100,19,3,1
2025-01-02 19:00:00,Hospital_2,7.199999999999999,108,0.7993292536276267,4,59,75,19,3,1
2025-01-02 19:00:00,Hospital_3,9.6,103,0.8250773150795034,6,74,90,19,3,1
2025-01-02 19:00:00,Hospital_4,9.6,110,0.788278724273383,6,39,50,19,3,1
2025-01-02 19:00:00,Hospital_5,8.4,105,0.7658932789005516,5,53,70,19,3,1
2025-01-02 20:00:00,Hospital_1,10.799999999999999,100,0.7865416042367719,7,78,100,20,3,1
2025-01-02 20:00:00,Hospital_2,10.799999999999999,124,0.7657558665171864,5,57,75,20,3,1
2025-01-02 20:00:00,Hospital_3,9.6,99,0.7602842669514019,5,68,90,20,3,1
2025-01-02 20:00:00,Hospital_4,3.5999999999999996,143,0.8099528391446051,5,40,50,20,3,1
2025-01-02 20:00:00,Hospital_5,6.0,113,0.8139315008071836,5,56,70,20,3,1
2025-01-02 21:00:00,Hospital_1,9.6,111,0.7130272099106872,5,71,100,21,3,1
2025-01-02 21:00:00,Hospital_2,12.0,106,0.8616266974588943,6,64,75,21,3,1
2025-01-02 21:00:00,Hospital_3,10.799999999999999,119,0.8157592826245373,5,73,90,21,3,1
2025-01-02 21:00:00,Hospital_4,12.0,104,0.8478121621654922,5,42,50,21,3,1
2025-01-02 21:00:00,Hospital_5,9.6,126,0.715724626734827,5,50,70,21,3,1
2025-01-02 22:00:00,Hospital_1,9.6,108,0.8426175452740519,5,84,100,22,3,1
2025-01-02 22:00:00,Hospital_2,10.799999999999999,98,0.7527171483091933,5,56,75,22,3,1
2025-01-02 22:00:00,Hospital_3,13.2,106,0.8560887236355704,7,77,90,22,3,1
2025-01-02 22:00:00,Hospital_4,6.0,113,0.8596567794487073,5,42,50,22,3,1
2025-01-02 22:00:00,Hospital_5,14.399999999999999,108,0.7767416473735418,7,54,70,22,3,1
2025-01-02 23:00:00,Hospital_1,12.0,110,0.8057743824569858,7,80,100,23,3,1
2025-01-02 23:00:00,Hospital_2,4.8,100,0.8006752874899433,7,60,75,23,3,1
2025-01-02 23:00:00,Hospital_3,10.799999999999999,113,0.8679932408860204,6,78,90,23,3,1
2025-01-02 23:00:00,Hospital_4,4.8,110,0.7969023872792593,7,39,50,23,3,1
2025-01-02 23:00:00,Hospital_5,6.0,108,0.8358217865440616,8,58,70,23,3,1
2025-01-03 00:00:00,Hospital_1,6.0,96,0.7493979839624452,7,74,100,0,4,1
2025-01-03 00:00:00,Hospital_2,7.199999999999999,113,0.8477125066922937,6,63,75,0,4,1
2025-01-03 00:00:00,Hospital_3,6.0,106,0.7517887216465771,5,67,90,0,4,1
2025-01-03 00:00:00,Hospital_4,3.5999999999999996,102,0.7765455624586709,5,38,50,0,4,1
2025-01-03 00:00:00,Hospital_5,4.8,96,0.7168745080941588,5,50,70,0,4,1
2025-01-03 01:00:00,Hospital_1,8.4,104,0.8241642475944806,6,82,100,1,4,1
2025-01-03 01:00:00,Hospital_2,6.0,107,0.8630572067029384,5,64,75,1,4,1
2025-01-03 01:00:00,Hospital_3,9.6,105,0.8432901695955619,6,75,90,1,4,1
2025-01-03 01:00:00,Hospital_4,1.2,100,0.7933327032157216,6,39,50,1,4,1
2025-01-03 01:00:00,Hospital_5,2.4,93,0.7223003475463463,8,50,70,1,4,1
2025-01-03 02:00:00,Hospital_1,2.4,156,0.878291749133157,9,87,100,2,4,1
2025-01-03 02:00:00,Hospital_2,6.0,96,0.7033389597609707,6,52,75,2,4,1
2025-01-03 02:00:00,Hospital_3,9.6,98,0.742689864491402,6,66,90,2,4,1
2025-01-03 02:00:00,Hospital_4,6.0,117,0.8792683316982881,6,43,50,2,4,1
2025-01-03 02:00:00,Hospital_5,6.0,105,0.8469139806198915,6,59,70,2,4,1
2025-01-03 03:00:00,Hospital_1,7.199999999999999,120,0.8658034934776084,7,86,100,3,4,1
2025-01-03 03:00:00,Hospital_2,4.8,111,0.7856759684977843,8,58,75,3,4,1
2025-01-03 03:00:00,Hospital_3,7.199999999999999,99,0.7083029894713515,7,63,90,3,4,1
2025-01-03 03:00:00,Hospital_4,6.0,99,0.7919205203748207,6,39,50,3,4,1
2025-01-03 03:00:00,Hospital_5,4.8,104,0.792888004371546,7,55,70,3,4,1
2025-01-03 04:00:00,Hospital_1,7.199999999999999,123,0.7103140375246195,7,71,100,4,4,1
2025-01-03 04:00:00,Hospital_2,3.5999999999999996,110,0.8917468806975629,6,66,75,4,4,1
2025-01-03 04:00:00,Hospital_3,3.5999999999999996,101,0.7800635832375301,6,70,90,4,4,1
2025-01-03 04:00:00,Hospital_4,0.0,128,0.8249914417999779,5,41,50,4,4,1
2025-01-03 04:00:00,Hospital_5,4.8,113,0.8760090492378336,7,61,70,4,4,1
2025-01-03 05:00:00,Hospital_1,4.8,112,0.8909106717793033,6,89,100,5,4,1
2025-01-03 05:00:00,Hospital_2,7.199999999999999,114,0.7994356062886602,5,59,75,5,4,1
2025-01-03 05:00:00,Hospital_3,2.4,100,0.7910738766781552,5,71,90,5,4,1
2025-01-03 05:00:00,Hospital_4,7.199999999999999,100,0.7405658134723982,5,37,50,5,4,1
2025-01-03 05:00:00,Hospital_5,8.4,110,0.8020585670056096,5,56,70,5,4,1
2025-01-03 06:00:00,Hospital_1,6.0,102,0.8055942064250624,7,80,100,6,4,1
2025-01-03 06:00:00,Hospital_2,9.6,104,0.8362236855409971,7,62,75,6,4,1
2025-01-03 06:00:00,Hospital_3,6.0,105,0.8316803838364055,7,74,90,6,4,1
2025-01-03 06:00:00,Hospital_4,2.4,119,0.7499550431621724,6,37,50,6,4,1
2025-01-03 06:00:00,Hospital_5,4.8,99,0.7311712538156039,6,51,70,6,4,1
2025-01-03 07:00:00,Hospital_1,14.399999999999999,119,0.9212007759285188,5,92,100,7,4,1
2025-01-03 07:00:00,Hospital_2,6.0,106,0.8534368438874196,6,64,75,7,4,1
2025-01-03 07:00:00,Hospital_3,3.5999999999999996,106,0.849993066958028,6,76,90,7,4,1
2025-01-03 07:00:00,Hospital_4,9.6,117,0.7988400189992889,5,39,50,7,4,1
2025-01-03 07:00:00,Hospital_5,7.199999999999999,121,0.8837603847655804,4,61,70,7,4,1
2025-01-03 08:00:00,Hospital_1,7.199999999999999,108,0.8144633344387551,6,81,100,8,4,1
2025-01-03 08:00:00,Hospital_2,7.199999999999999,104,0.8140000730376472,5,61,75,8,4,1
2025-01-03 08:00:00,Hospital_3,7.199999999999999,137,0.7684912925589403,5,69,90,8,4,1
2025-01-03 08:00:00,Hospital_4,9.6,94,0.7470351921231868,5,37,50,8,4,1
2025-01-03 08:00:00,Hospital_5,4.8,96,0.7512331073064016,4,52,70,8,4,1
2025-01-03 09:00:00,Hospital_1,13.2,102,0.8063823155059003,5,80,100,9,4,1
